Actor
Religious Slater
Christina Applegate
Christine Taylor
Christoph Waltz
Christopher Knights
Christopher Lloyd
Christopher Meloni
Christopher Mintz-Plasse
Christopher Plummer
Christopher Walken
Ciarán Hinds
Cillian Murphy
Claire Julien
Clark Duke
Cliff Curtis
Clifton Collins
Clint Eastwood
Cloris Leachman
Cobie Smulders
Cocoa Brown
Colin Farrell
Colin Firth
Colin Salmon
Colm Wilkinson
Colton Dunn
Common
Connie Britton
Connor Corum
Conrad Vernon
Corey Hawkins
Corey Stoll
Courtney Eaton
Craig Ferguson
Craig Robinson
Craig T. Nelson
Cuba Gooding Jr.
Dakota Goyo
Dakota Johnson
Dallas Roberts
Damian Lewis
Damon Wayans
Dan Naturman
Dan Stevens
Dan Yeager
Dana Gaier
Dane DeHaan
Dania Ramirez
Daniel Bruhl
Daniel Brühl
Daniel Day-Lewis
Daniel Kash
Daniel Radcliffe
Daniel Sunjata
Daniel Zovatto
Daniela Ruah
Daniella Alonso
Daniella Kertesz
Danila Kozlovsky
Danny DeVito
Danny Glover
Danny Huston
Danny McBride
Darwin Shaw
Dascha Polanco
Dave Bautista
Dave Franco
David A. R. White
David Bautista
David Belle
David Fox
David Gyasi
David Harbour
David Henrie
David Koechner
David Koepp
David Mazouz
David Oyelowo
David Schwimmer
David Spade
David Strathairn
David Tennant
David Warshofsky
Dax Shepard
Dayo Okeniyi
Dean Norris
Deanna Dunagan
Debbie Reynolds
Demian Bichir
Deng Chao
Denis Leary
Dennis Quaid
Denzel Washington
Derek Magyar
Dermot Mulroney
Dev Patel
Devin Kelley
Devon Bostick
Diana Hardcastle
Diane Keaton
Diane Kruger
Diane Lane
Dianna Agron
Diego Boneta
Diego Luna
Diogo Morgado
Djimon Hounsou
Dolph Lundgren
Domhnall Gleeson
Dominic Cooper
Dominic West
Donald Faison
Donald Glover
Donald Sutherland
Doni Alamsyah
Douglas Booth
Douglas Smith
Dougray Scott
Drew Barrymore
Drew Dowdle (screenplay)Perdita Weeks
Dustin Hoffman
Dwayne Johnson
Dwight Henry
Dwight Yoakam
Dylan McDermott
Dylan Minnette
Dylan O'Brien
Ed Harris
Ed Helms
Ed Oxenbould
Ed Skrein
Eddie Marsan
Eddie Murphy
Eddie Redmayne
Edgar Ramirez
Édgar Ramírez
Edward Burns
Edward James Olmos
Edward Norton
Edwin Hodge
Elaine Jin
Elena Kampouris
Elijah Wood
Elisabeth Moss
Elisabeth Shue
Elizabeth Banks
Elizabeth Blackmore
Elizabeth Debicki
Elizabeth Olsen
Ella Wahlestedt
Ellar Coltrane
Elle Fanning
Ellen Barkin
Ellen Burstyn
Ellen McLain
Ellen Page
Elodie Yung
Elsie Fisher
Emilia Clarke
Emily Blunt
Emily Browning
Emily Meade
Emily Watson
Emjay Anthony
Emma Fitzpatrick
Emma Fuhrmann
Emma Roberts
Emma Stone
Emma Thompson
Emma Watson
Emmy Rossum
Emory Cohen
Erec Bergen
Eric Bana
Eric Ladin
Eric Stonestreet
Erin Moriarty
Ernie Hudson
Essence Atkins
Ethan Hawke
Eugene Levy
Eva Green
Eva Mendes
Evan Helmuth
Evan Ross
Evangeline Lilly
Eve
Ewan McGregor
F. Murray Abraham
Famke Janssen
Felicity Jones
Fergus Riordan
Fernanda Andrade
Finn Wittrock
Forest Whitaker
Fran Drescher
Frances de la Tour
Frances McDormand
Francis Capra
François Civil
Frank Grillo
Frank Langella
Fred Thompson
Gabriel Bateman
Gabriel Iglesias
Gabriella Wright
Gabrielle Union
Gaby Hoffmann
Gaia Weiss
Gal Gadot
Garrett Hedlund
Gary Oldman
Gavin Free
Gemma Arterton
Génesis Rodríguez
Genevieve Angelson
Geoffrey Rush
George Clooney
Gerard Butler
Gérard Depardieu
Géza Röhrig
Gina Carano
Giovanni Ribisi
Glenn Berger(screenplay)
Gotz Otto
Grace Gummer
Graham McTavish
Greg Kinnear
Greta Gerwig
Grigoriy Dobrygin
Gugu Mbatha-Raw
Güneş Şensoy
Guy Pearce
Hadley Belle Miller
Hailee Steinfeld
Hal Holbrook
Hal Yamanouchi
Haley Joel Osment
Halle Berry
Hamish Linklater
Hank Azaria
Hannah Ware
Hannibal Buress
Hans Matheson
Harrison Ford
Harry Connick
Harry Styles
Hayden Christensen
Hayley Kiyoko
Helen McCrory
Helen Mirren
Helena Bonham Carter
Henry Cavill
Henry Simmons
Henry Winkler
Hiroyuki Sanada
Holly Hunter
Hope
Hugh Grant
Hugh Jackman
Hugh Keays-Byrne
Ian Gomez
Ian McKellen
Ian McShane
Ice Cube
Idris Elba
Iko Uwais
Imelda Staunton
Imogen Poots
Irrfan Khan
Isaac Hempstead-Wright
Isabelle Fuhrman
Isla Fisher
Israel Broussard
J. B. Blanc
J. K. Simmons
J.K. Simmons
Jack Black
Jack Huston
Jack O'Connell
Jacki Weaver
Jackie Chan
Jackie Earle Haley
Jacob Tremblay
Jacob Vargas
Jacob Wysocki
Jada Pinkett Smith
Jaden Smith
Jai Courtney
Jaime Pressly
Jaimie Alexander
Jake Abel
Jake Gyllenhaal
Jake Johnson
Jake Lacy
Jakob Salvati
James Arnold Taylor
James Badge Dale
James Brolin
James Caan
James Franco
James Gandolfini
James Lee Guy
James Marsden
James Maslow
James McAvoy
James Ransone
James Tolkan
James Woods
Jamie Bell
Jamie Blackley
Jamie Campbell Bower
Jamie Chung
Jamie Dornan
Jamie Foxx
Jamie Kennedy
Jan Bijvoet
Jane Fonda
Jane Levy
Jane Lynch
Janet McTeer
Janis Winehouse
Jared Gilman
Jared Harris
Jared Leto
Jason Bateman
Jason Biggs
Jason Clarke
Jason Dohring
Jason Lee
Jason Mitchell
Jason O'Mara
Jason Segel
Jason Statham
Jason Sudeikis
Javier Bardem
Jay Baruchel
Jay R. Ferguson
Jayma Mays
Jean Dujardin
Jean Reno
Jeff Bridges
Jeff Daniels
Jeff Goldblum
Jeffrey Dean Morgan
Jemaine Clement
Jemima West
Jenna Coleman
Jennifer Aniston
Jennifer Connelly
Jennifer Garner
Jennifer Jason Leigh
Jennifer Lawrence
Jennifer Lopez
Jennifer Westfeldt
Jeremy Howard
Jeremy Irons
Jeremy Irvine
Jeremy Piven
Jeremy Renner
Jeremy Sumpter
Jerry Ferrara
Jesse Eisenberg
Jesse McCartney
Jesse Plemons
Jesse Williams
Jessica Alba
Jessica Biel
Jessica Brown Findlay
Jessica Chastain
Jessica Lucas
Jessica Oyelowo
Jessica Szohr
Jiang Wu
Jill Scott
Jim Beaver
Jim Broadbent
Jim Carrey
Jim Caviezel
Jim Gaffigan
Jim Norton
Jim Parsons
Jim Sturgess
Jing Boran
Joan Allen
Joanna Vanderham
Joaquin Phoenix
Jodie Foster
Joe Manganiello
Joe Pantoliano
Joe Rogan
Joe Swanberg
Joe Taslim
Joel Edgerton
Joel Kinnaman
Joel McHale
John C. Reilly
John Carroll Lynch
John Cena
John Cho
John Corbett
John Cusack
John Gallagher
John Goodman
John Krasinski
John Leguizamo
John Lloyd Young
John Malkovich
John Ortiz
John Patrick Amedori
John Rhys-Davies
John Slattery
John Sparkes
John Travolta
Johnny Depp
Johnny Knoxville
Johnny Simmons
Jon Bernthal
Jon Favreau
Jon Hamm
Jon Voight
Jonah Hill
Jonathan Aibel
Jonathan Daniel Brown
Jonathan Sadowski
Jonny Weston
Jordan Peele
Jordana Brewster
Jordin Sparks
Jorma Taccone
Joseph Fiennes
Joseph Gordon-Levitt
Joseph Julian Soria
Josh Brolin
Josh Gad
Josh Green
Josh Hamilton
Josh Holloway
Josh Hutcherson
Josh Peck
Josh Stewart
Josh Wiggins
Jr.
Judd Lormand
Jude Law
Judi Dench
Judy Greer
Julia Dietze
Julia Louis-Dreyfus
Julia Ormond
Julia Roberts
Julia Stiles
Julianne Hough
Julianne Moore
Julie Estelle
Julie Walters
Juliet Rylance
Juliet Stevenson
Juliette Binoche
Juliette Lewis
Justin Bartha
Justin Fletcher
Justin Long
Justin Theroux
Justin Timberlake
Kaitlin Olson
Kaitlyn Dever
Kaley Cuoco
Kara Hayward
Karen Abercrombie
Karen Allen
Karl Urban
Kate Beckinsale
Kate Bosworth
Kate Dickie
Kate Hudson
Kate Mara
Kate McKinnon
Kate Upton
Kate Winslet
Katee Sackhoff
Katherine Heigl
Katherine LaNasa
Katherine Waterston
Kathleen Robertson
Kathleen Turner
Kathryn Hahn
Kathryn Newton
Katie Chang
Katie Featherston
Katie Holmes
Kaya Scodelario
Keanu Reeves
Keegan-Michael Key
Keira Knightley
Keith Carradine
Kellan Lutz
Kelly McGillis
Kelly Reilly
Ken Jeong
Ken Marino
Ken Watanabe
Keri Russell
Kerry Washington
Kevin Bacon
Kevin Connolly
Kevin Conroy
Kevin Costner
Kevin Dillon
Kevin Durand
Kevin Hart
Kevin James
Kevin Kline
Kevin Sorbo
Kevin Spacey
Ki Hong Lee
Kiefer Sutherland
Kim Dickens
Kimberly Quinn
Kimberly Williams-Paisley
Kimiko Glenn
Kirby Bliss Blanton
Kirsten Dunst
Kit Harington
Kodi Smit-McPhee
Korie Robertson
Kris Wu
Kristen Bell
Kristen Connolly
Kristen Schaal
Kristen Stewart
Kristen Wiig
Kristin Chenoweth
Kristin Scott Thomas
Krysten Ritter
Kurt Russell
Kyle Catlett
Kyle Chandler
Kyle Secor
Kyra Sedgwick
Lake Bell
Larry David
Laura Dern
Laura Linney
Lauren Cohan
Lauren Graham
Lauren Lee Smith
Laurence Fishburne
Laurie Holden
Laz Alonso
Lee Nicholas Harris
Leigh Whannell
Lena Headey
Lennie James
Leonardo DiCaprio
Leonor Varela
Lesley Manville
Leslie Jones
Leslie Mann
Levi Miller
Li Bingbing
Liam Cunningham
Liam Garrigan
Liam Hemsworth
Liam Neeson
Liam Payne
Liana Liberato
Liev Schreiber
Lili Taylor
Lily Collins
Lily James
Lily Rabe
Lin Shaye
Lin Yun
Linda Cardellini
Lindsay Lohan
Lindsey Shaw
Liv Tyler
Liz White
Lizzy Caplan
Loan Chabanol
Logan Lerman
Lou Diamond Phillips
Lou Taylor Pucci
Louis C.K.
Louis Herthum
Louis Tomlinson
Lucy Fry
Lucy Liu
Luis Guzmán
Lukas Haas
Luke Bracey
Luke Evans
Luke Grimes
Lupita Nyong'o
Mackenzie Foy
Mae Whitman
Maggie Grace
Maggie Gyllenhaal
Maggie Smith
Mahershala Ali
Maika Monroe
Malin Akerman
Malina Weissman
Mamie Gummer
Mandy Patinkin
Manish Dayal
Marc Abraham (director/screenplay) Tom Hiddleston
Marcia Gay Harden
Margot Robbie
Mari Koda
Marion Lambert
Marisa Tomei
Mark Duplass
Mark Hamill
Mark Ruffalo
Mark Rylance
Mark Strong
Mark Wahlberg
Marlon Wayans
Martin Freeman
Martin Henderson
Martin Sheen
Marton Csokas
Mary Birdsong
Mary Elizabeth Winstead
Mary-Louise Parker
Mathieu Amalric
Matt Damon
Matt Jones
Matt Smith
Matt Walsh
Matthew Fox
Matthew Goode
Matthew Lillard
Matthew McConaughey
Matthew Nable
Matthias Schoenaerts
Max Burkholder
Max Charles
Max Irons
Max Martini
Max von Sydow
Maya Rudolph
Meagan Good
Megan Fox
Megumi Ohara
Mel Gibson
Mélanie Laurent
Melissa Benoist
Melissa Joan Hart
Melissa Leo
Melissa McCarthy
Melvil Poupaud
Meryl Streep
Method Man
Mia Wasikowska
Michael B. Jordan
Michael Caine
Michael Chiklis
Michael Ealy
Michael Eklund
Michael Fassbender
Michael Imperioli
Michael Jones
Michael K. Williams
Michael Keaton
Michael Kelly
Michael Lamenda
Michael Parks
Michael Peña
Michael Reilly Burke
Michael Shannon
Michael Sheen
Michael Stuhlbarg
Michael W. Smith
Michel Joelsas
Michelle Dockery
Michelle Monaghan
Michelle Pfeiffer
Michelle Rodriguez
Michelle Yeoh
Michiel Huisman
Mila Kunis
Miles Teller
Milla Jovovich
Mimi Rogers
Mimie Ernida
Minnie Driver
Miranda Cosgrove
Miranda Hart
Mireille Enos
Mitchell Winehouse
Miyavi
Molly Shannon
Morena Baccarin
Morgan Freeman
Morgan Land (screenplay)
Morris Chestnut
Muse Watson
N. Santhanam
Nadine Velazquez
Naomi Watts
Naomie Harris
Nat Wolff
Natalie Dormer
Natalie Martinez
Natalie Portman
Natascha McElhone
Nate Parker
Nathan Gamble
Nathan Kress
Nathan Lane
Nathan Phillips
Nazanin Boniadi
Neal McDonough
Neil Patrick Harris
Nelsan Ellis
Nia Long
Nia Vardalos
Niall Horan
Nic Bishop
Nicholas Hoult
Nicholas Tucci
Nick Frost
Nick Nolte
Nick Offerman
Nick Robinson
Nick Shymansky
Nick Swardson
Nicki Minaj
Nicky Whelan
Nicolas Cage
Nicole Kidman
Niels Arestrup
Nikolaj Coster-Waldau
Nilbio Torres
Nina Arianda
Nina Dobrev
Ninja
Noah Baumbach(screenplay); Ben Stiller
Noah Emmerich
Noah Johnston
Noah Schnapp
Noah Segan
Noel Fisher
Noomi Rapace
Nora Danish
O'Shea Jackson
Oaklee Pendergast
Odeya Rush
Olga Kurylenko
Oliver Cooper
Oliver Jackson-Cohen
Oliver Platt
Olivia Cooke
Olivia DeJonge
Olivia Munn
Olivia Taylor Dudley
Olivia Thirlby
Olivia Wilde
Olivia Williams
Onata Aprile
Oprah Winfrey
Oscar Isaac
Óscar Jaenada
Owen Wilson
Pablo Schreiber
Paddy Considine
Parker Posey
Patricia Arquette
Patricia Clarkson
Patricia Heaton
Patrick Heusinger
Patrick Wilson
Paul Bettany
Paul Dano
Paul Freeman
Paul Giamatti
Paul Reiser
Paul Rudd
Paul Tibbitt (director)
Paul Walker
Paula Patton
Penélope Cruz
Peta Sergeant
Peter Dinklage
Peter McRobbie
Peter Sarsgaard
Peter Stormare
Philip Seymour Hoffman
Phoebe Fox
Pierce Brosnan
Powers Boothe
Priscilla Shirer
Priya Darshini
Queen Latifah
Quvenzhané Wallis
Rachael Harris
Rachel Feinstein
Rachel McAdams
Rachel Nichols
Rachel Weisz
Rade Sherbedgia
Radha Mitchell
Radivoje Bukvić
Raini Rodriguez
Ralph Fiennes
Ralph Ineson
Rami Malek
Ramón Rodríguez
Randy Couture
Ray Liotta
Ray Park
Ray Romano
Ray Sahetapy
Ray Stevenson
Ray Winstone
Ray Wise
Raye Cosbert
Rebecca Ferguson
Rebecca Hall
Rebecca Romijn
Rebel Wilson
Reese Hartwig
Reese Witherspoon
Regina Casé
Regina Hall
Rene Russo
Renee Olstead
Rhys Ifans
Richard Armitage
Richard Ayoade
Richard Dormer
Richard Gere
Richard Jenkins
Rick Yune
Ricky Gervais
Rihanna
Riley Thomas Stewart
Rinko Kikuchi
Riz Ahmed
Rob Corddry
Rob Riggle
Robbie Amell
Robert Capron
Robert Christopher Riley
Robert De Niro
Robert Downey
Robert Duvall
Robert Emms
Robert Patrick
Robert Pattinson
Robert Redford
Robert Sheehan
Robin Givens
Robin Tunney
Robin Williams
Robin Wright
Rodrigo Santoro
Roger Allam
Roma Downey
Ron Livingston
Ronald Cyler II
Rooney Mara
Rory Kinnear
Rosamund Pike
Rosario Dawson
Roschoy Zem
Rose Byrne
Rose Leslie
Rosemarie DeWitt
Rosie Huntington-Whiteley
Rosie Perez
Roxanne McKee
Rufus Sewell
Rupert Evans
Rupert Friend
Russell Brand
Russell Crowe
Rutger Hauer
Ruth Wilson
Ryan Gosling
Ryan Guzman
Ryan Hansen
Ryan Lee
Ryan Merriman
Ryan Reynolds
RZA
Sacha Baron Cohen
Sally Field
Salma Hayek
Sam Anderson
Sam Claflin
Sam Reid
Sam Riley
Sam Rockwell
Sam Shepard
Sam Spruell
Sam Worthington
Samantha Barks
Samuel L. Jackson
Sanaa Lathan
Sandra Bullock
Sandra Oh
Sandrine Kiberlain
Saoirse Ronan
Sarah Bolger
Sarah Clarke
Sarah Drew
Sarah Gadon
Sarah Jessica Parker
Sarah Paulson
Sarah Shahi
Sarah Wayne Callies
Saxon Sharbino
Scarlett Johansson
Scoot McNairy
Scott Adkins
Scott Caan
Scott Eastwood
Sean Astin
Sean Bean
Sean Bridgers
Sean Harris
Sean Hayes
Sean Penn
Seann William Scott
Sebastian Koch
Sebastian Stan
Sela Ward
Selena Gomez
Sergei Bodrov (director) Ben Barnes
Seth Green
Seth MacFarlane
Seth Rogen
Shaheizy Sam
Shailene Woodley
Shane Harper
Shannon Kook
Shannyn Sossamon
Sharlto Copley
Sharni Vinson
Shelley Hennig
Sherri Shepherd
Shia LaBeouf
Shiloh Fernandez
Show Luo
Sienna Guillory
Sienna Miller
Sigourney Weaver
Sigurður Sigurjónsson
Simon Helberg
Simon Pegg
Simon Quarterman
Simon Rex
Skylar Astin
Sofia Black-D'Elia
Sofía Vergara
Spencer Treat Clark
Stefanie Scott
Stephan James
Stephanie Szostak
Stephen Amell
Stephen Colbert
Stephen Lang
Steve Buscemi
Steve Carell
Steve Coogan
Steve Martin
Steve Zahn
Steve Zaillian
Subaru Kimura
Sullivan Stapleton
Sung Kang
Suraj Sharma
Suresh Gopi
Susan Sarandon
Suzan Crowley
Sylvester Stallone
T. J. Miller
T.C. Stallings
T.I.
Taissa Farmiga
Tang Wei
Tania Raymonde
Tao Okamoto
Tara Reid
Tara Strong
Taraji P. Henson
Taron Egerton
Tatiana Maslany
Taylor Kinney
Taylor Kitsch
Taylor Lautner
Taylor Schilling
Taylor Swift
Ted Levine
Teo Halm
Terence Stamp
Teresa Palmer
Terrence Howard
Terrence J
Terry Crews
Tessa Thompson
Thandie Newton
Theo James
Thomas Haden Church
Thomas Kretschmann
Thomas Mann
Thomas McDonell
Thomas Sangster
Tika Sumpter
Til Schweiger
Tim Gunn
Tim Roth
Timothy Olyphant
Tina Fey
Tio Pakusadewo
Tobey Maguire
Toby Kebbell
Toby Stephens
Tom Arnold
Tom Cruise
Tom Everett Scott
Tom Felton
Tom Hanks
Tom Hardy
Tom Hiddleston
Tom Holland
Tom Kenny
Tom McGrath
Tom Skerritt
Tom Welling
Tom Wilkinson
Tommy Lee Jones
Tomokazu Seki
Toni Braxton
Toni Collette
Tony Bellew
Tony Hale
Tony Oller
Tony Revolori
Topher Grace
Trace Adkins
Travis Fimmel
Trey Songz
Tucker Albrizzi
Tuppence Middleton
Ty Burrell
Ty Simpkins
Tyler Craig
Tyler Labine
Tyler Perry
Udo Kier
Upen Patel
Usher
Val Kilmer
Valérie Donzelli (director)
Vanessa Hudgens
Vanessa Ray
Vera Farmiga
Veronica Echegui
Victor Garber
Victor Ortiz
Victoria Justice
Vikram
Vimala Pons
Vin Diesel
Vince Vaughn
Vincent Cassel
Vincent Curatola
Vincent D'Onofrio
Vincent Pastore
Vincent Piazza
Vincent Regan
Vinessa Shaw
Ving Rhames
Viola Davis
Violante Placido
Vivica A. Fox
Vivis Colombetti
Wade Barrett
Wagner Moura
Walton Goggins
Wan Hanafi Su
Wasabi Mizuta
Wellesley Wild(screenplay) Mark Wahlberg
Wendi McLendon-Covey
Wes Bentley
Will Arnett
Will Ferrell
Will Forte
Will Patton
Will Peltz
Will Poulter
Will Sasso
Will Smith
Will Yun Lee
Willem Dafoe
William H. Macy
William Houston
William Hurt
William Shatner
Willie Robertson
Winona Ryder
Winston Chao
Winter
Wole Parks
Woody Harrelson
Yang Zishan
Yayan Ruhian
Yılmaz Erdoğan
Yolandi Visser
Yorick van Wageningen
Yuliya Snigir
Yumi Kakazu
Yvette Nicole Brown
Zac Efron
Zach Braff
Zach Galifianakis
Zach Gilford
Zachary Gordon
Zachary Quinto
Zayn Malik
Zhang Yuqi
Zizan Razak
Zoe Bell
Zoe Kravitz
Zoë Kravitz
Zoe Saldana
Zoey Deutch
Zooey Deschanel
Zulay Henao
